Tarih,Otel Adı,Oda Tipi,Board Type,İptal Poliçesi,Fiyat,Para Birimi,Müsaitlik,Milliyet,Oda Tipi Normalized,Room Group,Board Group
2025-03-30,Sheraton Istanbul City Center,Deluxe Room- ,Room Only,Non-refundable,90.67,EUR,Available,IE,deluxe room,Group_1,Group_1
2025-03-31,Sheraton Istanbul City Center,Deluxe Room- ,Room Only,Non-refundable,90.67,EUR,Available,IE,deluxe room,Group_1,Group_1
2025-04-01,Sheraton Istanbul City Center,Deluxe Room- ,Room Only,Non-refundable,90.67,EUR,Available,IE,deluxe room,Group_1,Group_1
2025-04-02,Sheraton Istanbul City Center,Deluxe Room- ,Room Only,Non-refundable,90.67,EUR,Available,IE,deluxe room,Group_1,Group_1
2025-04-03,Sheraton Istanbul City Center,Deluxe Room- ,Room Only,Non-refundable,90.67,EUR,Available,IE,deluxe room,Group_1,Group_1
2025-04-04,Sheraton Istanbul City Center,Deluxe Room- ,Room Only,Non-refundable,90.67,EUR,Available,IE,deluxe room,Group_1,Group_1
2025-04-05,Sheraton Istanbul City Center,Deluxe Room- ,Room Only,Non-refundable,90.67,EUR,Available,IE,deluxe room,Group_1,Group_1
2025-04-06,Sheraton Istanbul City Center,Deluxe Room- ,Room Only,Non-refundable,90.67,EUR,Available,IE,deluxe room,Group_1,Group_1
2025-04-07,Sheraton Istanbul City Center,Deluxe Room- ,Room Only,Non-refundable,90.67,EUR,Available,IE,deluxe room,Group_1,Group_1
2025-04-08,Sheraton Istanbul City Center,Deluxe Room- ,Room Only,Non-refundable,90.67,EUR,Available,IE,deluxe room,Group_1,Group_1
2025-04-09,Sheraton Istanbul City Center,Deluxe Room- ,Room Only,Non-refundable,90.67,EUR,Available,IE,deluxe room,Group_1,Group_1
2025-04-10,Sheraton Istanbul City Center,Deluxe Room- ,Room Only,Non-refundable,90.67,EUR,Available,IE,deluxe room,Group_1,Group_1
2025-04-11,Sheraton Istanbul City Center,Deluxe Room- ,Room Only,Non-refundable,90.67,EUR,Available,IE,deluxe room,Group_1,Group_1
2025-04-12,Sheraton Istanbul City Center,Deluxe Room- ,Room Only,Non-refundable,90.67,EUR,Available,IE,deluxe room,Group_1,Group_1
2025-04-13,Sheraton Istanbul City Center,Deluxe Room- ,Room Only,Non-refundable,90.67,EUR,Available,IE,deluxe room,Group_1,Group_1
2025-03-30,Sheraton Istanbul City Center,Deluxe Room - King or Twin,Room Only,Refundable,95.05,EUR,Available,IE,deluxe room king or twin,Group_1,Group_1
2025-03-31,Sheraton Istanbul City Center,Deluxe Room - King or Twin,Room Only,Refundable,95.05,EUR,Available,IE,deluxe room king or twin,Group_1,Group_1
2025-04-01,Sheraton Istanbul City Center,Deluxe Room - King or Twin,Room Only,Refundable,95.05,EUR,Available,IE,deluxe room king or twin,Group_1,Group_1
2025-04-02,Sheraton Istanbul City Center,Deluxe Room - King or Twin,Room Only,Refundable,95.05,EUR,Available,IE,deluxe room king or twin,Group_1,Group_1
2025-04-03,Sheraton Istanbul City Center,Deluxe Room - King or Twin,Room Only,Refundable,95.05,EUR,Available,IE,deluxe room king or twin,Group_1,Group_1
2025-04-04,Sheraton Istanbul City Center,Deluxe Room - King or Twin,Room Only,Refundable,95.05,EUR,Available,IE,deluxe room king or twin,Group_1,Group_1
2025-04-05,Sheraton Istanbul City Center,Deluxe Room - King or Twin,Room Only,Refundable,95.05,EUR,Available,IE,deluxe room king or twin,Group_1,Group_1
2025-04-06,Sheraton Istanbul City Center,Deluxe Room - King or Twin,Room Only,Refundable,95.05,EUR,Available,IE,deluxe room king or twin,Group_1,Group_1
2025-04-07,Sheraton Istanbul City Center,Deluxe Room - King or Twin,Room Only,Refundable,95.05,EUR,Available,IE,deluxe room king or twin,Group_1,Group_1
2025-04-08,Sheraton Istanbul City Center,Deluxe Room - King or Twin,Room Only,Refundable,95.05,EUR,Available,IE,deluxe room king or twin,Group_1,Group_1
2025-04-09,Sheraton Istanbul City Center,Deluxe Room - King or Twin,Room Only,Refundable,95.05,EUR,Available,IE,deluxe room king or twin,Group_1,Group_1
2025-04-10,Sheraton Istanbul City Center,Deluxe Room - King or Twin,Room Only,Refundable,95.05,EUR,Available,IE,deluxe room king or twin,Group_1,Group_1
2025-04-11,Sheraton Istanbul City Center,Deluxe Room - King or Twin,Room Only,Refundable,95.05,EUR,Available,IE,deluxe room king or twin,Group_1,Group_1
2025-04-12,Sheraton Istanbul City Center,Deluxe Room - King or Twin,Room Only,Refundable,95.05,EUR,Available,IE,deluxe room king or twin,Group_1,Group_1
2025-04-13,Sheraton Istanbul City Center,Deluxe Room - King or Twin,Room Only,Refundable,95.05,EUR,Available,IE,deluxe room king or twin,Group_1,Group_1
2025-03-30,Sheraton Istanbul City Center,Deluxe Room - King or Twin,Bed & Breakfast,Refundable,121.2,EUR,Available,IE,deluxe room king or twin,Group_1,Group_2
2025-03-31,Sheraton Istanbul City Center,Deluxe Room - King or Twin,Bed & Breakfast,Refundable,121.2,EUR,Available,IE,deluxe room king or twin,Group_1,Group_2
2025-04-01,Sheraton Istanbul City Center,Deluxe Room - King or Twin,Bed & Breakfast,Refundable,121.2,EUR,Available,IE,deluxe room king or twin,Group_1,Group_2
2025-04-02,Sheraton Istanbul City Center,Deluxe Room - King or Twin,Bed & Breakfast,Refundable,121.2,EUR,Available,IE,deluxe room king or twin,Group_1,Group_2
2025-04-03,Sheraton Istanbul City Center,Deluxe Room - King or Twin,Bed & Breakfast,Refundable,121.2,EUR,Available,IE,deluxe room king or twin,Group_1,Group_2
2025-04-04,Sheraton Istanbul City Center,Deluxe Room - King or Twin,Bed & Breakfast,Refundable,121.2,EUR,Available,IE,deluxe room king or twin,Group_1,Group_2
2025-04-05,Sheraton Istanbul City Center,Deluxe Room - King or Twin,Bed & Breakfast,Refundable,121.2,EUR,Available,IE,deluxe room king or twin,Group_1,Group_2
2025-04-06,Sheraton Istanbul City Center,Deluxe Room - King or Twin,Bed & Breakfast,Refundable,121.2,EUR,Available,IE,deluxe room king or twin,Group_1,Group_2
2025-04-07,Sheraton Istanbul City Center,Deluxe Room - King or Twin,Bed & Breakfast,Refundable,121.2,EUR,Available,IE,deluxe room king or twin,Group_1,Group_2
2025-04-08,Sheraton Istanbul City Center,Deluxe Room - King or Twin,Bed & Breakfast,Refundable,121.2,EUR,Available,IE,deluxe room king or twin,Group_1,Group_2
2025-04-09,Sheraton Istanbul City Center,Deluxe Room - King or Twin,Bed & Breakfast,Refundable,121.2,EUR,Available,IE,deluxe room king or twin,Group_1,Group_2
2025-04-10,Sheraton Istanbul City Center,Deluxe Room - King or Twin,Bed & Breakfast,Refundable,121.2,EUR,Available,IE,deluxe room king or twin,Group_1,Group_2
2025-04-11,Sheraton Istanbul City Center,Deluxe Room - King or Twin,Bed & Breakfast,Refundable,121.2,EUR,Available,IE,deluxe room king or twin,Group_1,Group_2
2025-04-12,Sheraton Istanbul City Center,Deluxe Room - King or Twin,Bed & Breakfast,Refundable,121.2,EUR,Available,IE,deluxe room king or twin,Group_1,Group_2
2025-04-13,Sheraton Istanbul City Center,Deluxe Room - King or Twin,Bed & Breakfast,Refundable,121.2,EUR,Available,IE,deluxe room king or twin,Group_1,Group_2
2025-03-30,Sheraton Istanbul City Center,DeluxeRoom-Non-Refundable_Double,Bed & Breakfast,Non-refundable,121.65,EUR,Available,IE,deluxeroomnonrefundabledouble,Group_2,Group_2
2025-03-31,Sheraton Istanbul City Center,DeluxeRoom-Non-Refundable_Double,Bed & Breakfast,Non-refundable,121.65,EUR,Available,IE,deluxeroomnonrefundabledouble,Group_2,Group_2
2025-04-01,Sheraton Istanbul City Center,DeluxeRoom-Non-Refundable_Double,Bed & Breakfast,Non-refundable,121.65,EUR,Available,IE,deluxeroomnonrefundabledouble,Group_2,Group_2
2025-04-02,Sheraton Istanbul City Center,DeluxeRoom-Non-Refundable_Double,Bed & Breakfast,Non-refundable,121.65,EUR,Available,IE,deluxeroomnonrefundabledouble,Group_2,Group_2
2025-04-03,Sheraton Istanbul City Center,DeluxeRoom-Non-Refundable_Double,Bed & Breakfast,Non-refundable,121.65,EUR,Available,IE,deluxeroomnonrefundabledouble,Group_2,Group_2
2025-04-04,Sheraton Istanbul City Center,DeluxeRoom-Non-Refundable_Double,Bed & Breakfast,Non-refundable,121.65,EUR,Available,IE,deluxeroomnonrefundabledouble,Group_2,Group_2
2025-04-05,Sheraton Istanbul City Center,DeluxeRoom-Non-Refundable_Double,Bed & Breakfast,Non-refundable,121.65,EUR,Available,IE,deluxeroomnonrefundabledouble,Group_2,Group_2
2025-04-06,Sheraton Istanbul City Center,DeluxeRoom-Non-Refundable_Double,Bed & Breakfast,Non-refundable,121.65,EUR,Available,IE,deluxeroomnonrefundabledouble,Group_2,Group_2
2025-04-07,Sheraton Istanbul City Center,DeluxeRoom-Non-Refundable_Double,Bed & Breakfast,Non-refundable,121.65,EUR,Available,IE,deluxeroomnonrefundabledouble,Group_2,Group_2
2025-04-08,Sheraton Istanbul City Center,DeluxeRoom-Non-Refundable_Double,Bed & Breakfast,Non-refundable,121.65,EUR,Available,IE,deluxeroomnonrefundabledouble,Group_2,Group_2
2025-04-09,Sheraton Istanbul City Center,DeluxeRoom-Non-Refundable_Double,Bed & Breakfast,Non-refundable,121.65,EUR,Available,IE,deluxeroomnonrefundabledouble,Group_2,Group_2
2025-04-10,Sheraton Istanbul City Center,DeluxeRoom-Non-Refundable_Double,Bed & Breakfast,Non-refundable,121.65,EUR,Available,IE,deluxeroomnonrefundabledouble,Group_2,Group_2
2025-04-11,Sheraton Istanbul City Center,DeluxeRoom-Non-Refundable_Double,Bed & Breakfast,Non-refundable,121.65,EUR,Available,IE,deluxeroomnonrefundabledouble,Group_2,Group_2
2025-04-12,Sheraton Istanbul City Center,DeluxeRoom-Non-Refundable_Double,Bed & Breakfast,Non-refundable,121.65,EUR,Available,IE,deluxeroomnonrefundabledouble,Group_2,Group_2
2025-04-13,Sheraton Istanbul City Center,DeluxeRoom-Non-Refundable_Double,Bed & Breakfast,Non-refundable,121.65,EUR,Available,IE,deluxeroomnonrefundabledouble,Group_2,Group_2
2025-03-30,Doubletree by Hilton Piyalepaşa,Twin (2 beds),Room Only,Non-refundable,110.71,EUR,Available,IE,twin beds,Group_3,Group_1
2025-03-31,Doubletree by Hilton Piyalepaşa,Twin (2 beds),Room Only,Non-refundable,110.71,EUR,Available,IE,twin beds,Group_3,Group_1
2025-04-01,Doubletree by Hilton Piyalepaşa,Twin (2 beds),Room Only,Non-refundable,110.71,EUR,Available,IE,twin beds,Group_3,Group_1
2025-04-02,Doubletree by Hilton Piyalepaşa,Twin (2 beds),Room Only,Non-refundable,110.71,EUR,Available,IE,twin beds,Group_3,Group_1
2025-04-03,Doubletree by Hilton Piyalepaşa,Twin (2 beds),Room Only,Non-refundable,110.71,EUR,Available,IE,twin beds,Group_3,Group_1
2025-04-04,Doubletree by Hilton Piyalepaşa,Twin (2 beds),Room Only,Non-refundable,110.71,EUR,Available,IE,twin beds,Group_3,Group_1
2025-04-05,Doubletree by Hilton Piyalepaşa,Twin (2 beds),Room Only,Non-refundable,110.71,EUR,Available,IE,twin beds,Group_3,Group_1
2025-04-06,Doubletree by Hilton Piyalepaşa,Twin (2 beds),Room Only,Non-refundable,110.71,EUR,Available,IE,twin beds,Group_3,Group_1
2025-04-07,Doubletree by Hilton Piyalepaşa,Twin (2 beds),Room Only,Non-refundable,110.71,EUR,Available,IE,twin beds,Group_3,Group_1
2025-04-08,Doubletree by Hilton Piyalepaşa,Twin (2 beds),Room Only,Non-refundable,110.71,EUR,Available,IE,twin beds,Group_3,Group_1
2025-04-09,Doubletree by Hilton Piyalepaşa,Twin (2 beds),Room Only,Non-refundable,110.71,EUR,Available,IE,twin beds,Group_3,Group_1
2025-04-10,Doubletree by Hilton Piyalepaşa,Twin (2 beds),Room Only,Non-refundable,110.71,EUR,Available,IE,twin beds,Group_3,Group_1
2025-04-11,Doubletree by Hilton Piyalepaşa,Twin (2 beds),Room Only,Non-refundable,110.71,EUR,Available,IE,twin beds,Group_3,Group_1
2025-04-12,Doubletree by Hilton Piyalepaşa,Twin (2 beds),Room Only,Non-refundable,110.71,EUR,Available,IE,twin beds,Group_3,Group_1
2025-04-13,Doubletree by Hilton Piyalepaşa,Twin (2 beds),Room Only,Non-refundable,110.71,EUR,Available,IE,twin beds,Group_3,Group_1
2025-03-30,Doubletree by Hilton Piyalepaşa, KING GUEST ROOM - WIFI/COFFEE-TEA FACILITIES/40 INCH HDTV - 26 SQM/IRON AND BOARD/LAPTOP SAFE/MINIBAR -,Room Only,Refundable,125.77,EUR,Available,IE,king guest room wificoffeetea facilities inch hdtv sqmiron and boardlaptop safeminibar,Group_4,Group_1
2025-03-31,Doubletree by Hilton Piyalepaşa, KING GUEST ROOM - WIFI/COFFEE-TEA FACILITIES/40 INCH HDTV - 26 SQM/IRON AND BOARD/LAPTOP SAFE/MINIBAR -,Room Only,Refundable,125.77,EUR,Available,IE,king guest room wificoffeetea facilities inch hdtv sqmiron and boardlaptop safeminibar,Group_4,Group_1
2025-04-01,Doubletree by Hilton Piyalepaşa, KING GUEST ROOM - WIFI/COFFEE-TEA FACILITIES/40 INCH HDTV - 26 SQM/IRON AND BOARD/LAPTOP SAFE/MINIBAR -,Room Only,Refundable,125.77,EUR,Available,IE,king guest room wificoffeetea facilities inch hdtv sqmiron and boardlaptop safeminibar,Group_4,Group_1
2025-04-02,Doubletree by Hilton Piyalepaşa, KING GUEST ROOM - WIFI/COFFEE-TEA FACILITIES/40 INCH HDTV - 26 SQM/IRON AND BOARD/LAPTOP SAFE/MINIBAR -,Room Only,Refundable,125.77,EUR,Available,IE,king guest room wificoffeetea facilities inch hdtv sqmiron and boardlaptop safeminibar,Group_4,Group_1
2025-04-03,Doubletree by Hilton Piyalepaşa, KING GUEST ROOM - WIFI/COFFEE-TEA FACILITIES/40 INCH HDTV - 26 SQM/IRON AND BOARD/LAPTOP SAFE/MINIBAR -,Room Only,Refundable,125.77,EUR,Available,IE,king guest room wificoffeetea facilities inch hdtv sqmiron and boardlaptop safeminibar,Group_4,Group_1
2025-04-04,Doubletree by Hilton Piyalepaşa, KING GUEST ROOM - WIFI/COFFEE-TEA FACILITIES/40 INCH HDTV - 26 SQM/IRON AND BOARD/LAPTOP SAFE/MINIBAR -,Room Only,Refundable,125.77,EUR,Available,IE,king guest room wificoffeetea facilities inch hdtv sqmiron and boardlaptop safeminibar,Group_4,Group_1
2025-04-05,Doubletree by Hilton Piyalepaşa, KING GUEST ROOM - WIFI/COFFEE-TEA FACILITIES/40 INCH HDTV - 26 SQM/IRON AND BOARD/LAPTOP SAFE/MINIBAR -,Room Only,Refundable,125.77,EUR,Available,IE,king guest room wificoffeetea facilities inch hdtv sqmiron and boardlaptop safeminibar,Group_4,Group_1
2025-04-06,Doubletree by Hilton Piyalepaşa, KING GUEST ROOM - WIFI/COFFEE-TEA FACILITIES/40 INCH HDTV - 26 SQM/IRON AND BOARD/LAPTOP SAFE/MINIBAR -,Room Only,Refundable,125.77,EUR,Available,IE,king guest room wificoffeetea facilities inch hdtv sqmiron and boardlaptop safeminibar,Group_4,Group_1
2025-04-07,Doubletree by Hilton Piyalepaşa, KING GUEST ROOM - WIFI/COFFEE-TEA FACILITIES/40 INCH HDTV - 26 SQM/IRON AND BOARD/LAPTOP SAFE/MINIBAR -,Room Only,Refundable,125.77,EUR,Available,IE,king guest room wificoffeetea facilities inch hdtv sqmiron and boardlaptop safeminibar,Group_4,Group_1
2025-04-08,Doubletree by Hilton Piyalepaşa, KING GUEST ROOM - WIFI/COFFEE-TEA FACILITIES/40 INCH HDTV - 26 SQM/IRON AND BOARD/LAPTOP SAFE/MINIBAR -,Room Only,Refundable,125.77,EUR,Available,IE,king guest room wificoffeetea facilities inch hdtv sqmiron and boardlaptop safeminibar,Group_4,Group_1
2025-04-09,Doubletree by Hilton Piyalepaşa, KING GUEST ROOM - WIFI/COFFEE-TEA FACILITIES/40 INCH HDTV - 26 SQM/IRON AND BOARD/LAPTOP SAFE/MINIBAR -,Room Only,Refundable,125.77,EUR,Available,IE,king guest room wificoffeetea facilities inch hdtv sqmiron and boardlaptop safeminibar,Group_4,Group_1
2025-04-10,Doubletree by Hilton Piyalepaşa, KING GUEST ROOM - WIFI/COFFEE-TEA FACILITIES/40 INCH HDTV - 26 SQM/IRON AND BOARD/LAPTOP SAFE/MINIBAR -,Room Only,Refundable,125.77,EUR,Available,IE,king guest room wificoffeetea facilities inch hdtv sqmiron and boardlaptop safeminibar,Group_4,Group_1
2025-04-11,Doubletree by Hilton Piyalepaşa, KING GUEST ROOM - WIFI/COFFEE-TEA FACILITIES/40 INCH HDTV - 26 SQM/IRON AND BOARD/LAPTOP SAFE/MINIBAR -,Room Only,Refundable,125.77,EUR,Available,IE,king guest room wificoffeetea facilities inch hdtv sqmiron and boardlaptop safeminibar,Group_4,Group_1
2025-04-12,Doubletree by Hilton Piyalepaşa, KING GUEST ROOM - WIFI/COFFEE-TEA FACILITIES/40 INCH HDTV - 26 SQM/IRON AND BOARD/LAPTOP SAFE/MINIBAR -,Room Only,Refundable,125.77,EUR,Available,IE,king guest room wificoffeetea facilities inch hdtv sqmiron and boardlaptop safeminibar,Group_4,Group_1
2025-04-13,Doubletree by Hilton Piyalepaşa, KING GUEST ROOM - WIFI/COFFEE-TEA FACILITIES/40 INCH HDTV - 26 SQM/IRON AND BOARD/LAPTOP SAFE/MINIBAR -,Room Only,Refundable,125.77,EUR,Available,IE,king guest room wificoffeetea facilities inch hdtv sqmiron and boardlaptop safeminibar,Group_4,Group_1
2025-03-30,Doubletree by Hilton Piyalepaşa,Guest Double room (çift kişilik yatak) (büyük boy yatak),Bed & Breakfast,Non-refundable,145.49,EUR,Available,IE,guest double room ift kiilik yatak byk boy yatak,Group_5,Group_2
2025-03-31,Doubletree by Hilton Piyalepaşa,Guest Double room (çift kişilik yatak) (büyük boy yatak),Bed & Breakfast,Non-refundable,145.49,EUR,Available,IE,guest double room ift kiilik yatak byk boy yatak,Group_5,Group_2
2025-04-01,Doubletree by Hilton Piyalepaşa,Guest Double room (çift kişilik yatak) (büyük boy yatak),Bed & Breakfast,Non-refundable,145.49,EUR,Available,IE,guest double room ift kiilik yatak byk boy yatak,Group_5,Group_2
2025-04-02,Doubletree by Hilton Piyalepaşa,Guest Double room (çift kişilik yatak) (büyük boy yatak),Bed & Breakfast,Non-refundable,145.49,EUR,Available,IE,guest double room ift kiilik yatak byk boy yatak,Group_5,Group_2
2025-04-03,Doubletree by Hilton Piyalepaşa,Guest Double room (çift kişilik yatak) (büyük boy yatak),Bed & Breakfast,Non-refundable,145.49,EUR,Available,IE,guest double room ift kiilik yatak byk boy yatak,Group_5,Group_2
2025-04-04,Doubletree by Hilton Piyalepaşa,Guest Double room (çift kişilik yatak) (büyük boy yatak),Bed & Breakfast,Non-refundable,145.49,EUR,Available,IE,guest double room ift kiilik yatak byk boy yatak,Group_5,Group_2
2025-04-05,Doubletree by Hilton Piyalepaşa,Guest Double room (çift kişilik yatak) (büyük boy yatak),Bed & Breakfast,Non-refundable,145.49,EUR,Available,IE,guest double room ift kiilik yatak byk boy yatak,Group_5,Group_2
2025-04-06,Doubletree by Hilton Piyalepaşa,Guest Double room (çift kişilik yatak) (büyük boy yatak),Bed & Breakfast,Non-refundable,145.49,EUR,Available,IE,guest double room ift kiilik yatak byk boy yatak,Group_5,Group_2
2025-04-07,Doubletree by Hilton Piyalepaşa,Guest Double room (çift kişilik yatak) (büyük boy yatak),Bed & Breakfast,Non-refundable,145.49,EUR,Available,IE,guest double room ift kiilik yatak byk boy yatak,Group_5,Group_2
2025-04-08,Doubletree by Hilton Piyalepaşa,Guest Double room (çift kişilik yatak) (büyük boy yatak),Bed & Breakfast,Non-refundable,145.49,EUR,Available,IE,guest double room ift kiilik yatak byk boy yatak,Group_5,Group_2
2025-04-09,Doubletree by Hilton Piyalepaşa,Guest Double room (çift kişilik yatak) (büyük boy yatak),Bed & Breakfast,Non-refundable,145.49,EUR,Available,IE,guest double room ift kiilik yatak byk boy yatak,Group_5,Group_2
2025-04-10,Doubletree by Hilton Piyalepaşa,Guest Double room (çift kişilik yatak) (büyük boy yatak),Bed & Breakfast,Non-refundable,145.49,EUR,Available,IE,guest double room ift kiilik yatak byk boy yatak,Group_5,Group_2
2025-04-11,Doubletree by Hilton Piyalepaşa,Guest Double room (çift kişilik yatak) (büyük boy yatak),Bed & Breakfast,Non-refundable,145.49,EUR,Available,IE,guest double room ift kiilik yatak byk boy yatak,Group_5,Group_2
2025-04-12,Doubletree by Hilton Piyalepaşa,Guest Double room (çift kişilik yatak) (büyük boy yatak),Bed & Breakfast,Non-refundable,145.49,EUR,Available,IE,guest double room ift kiilik yatak byk boy yatak,Group_5,Group_2
2025-04-13,Doubletree by Hilton Piyalepaşa,Guest Double room (çift kişilik yatak) (büyük boy yatak),Bed & Breakfast,Non-refundable,145.49,EUR,Available,IE,guest double room ift kiilik yatak byk boy yatak,Group_5,Group_2
2025-03-30,Doubletree by Hilton Piyalepaşa, KING GUEST ROOM - WIFI/COFFEE-TEA FACILITIES/40 INCH HDTV - 26 SQM/IRON AND BOARD/LAPTOP SAFE/MINIBAR -,Bed & Breakfast,Refundable,155.02,EUR,Available,IE,king guest room wificoffeetea facilities inch hdtv sqmiron and boardlaptop safeminibar,Group_4,Group_2
2025-03-31,Doubletree by Hilton Piyalepaşa, KING GUEST ROOM - WIFI/COFFEE-TEA FACILITIES/40 INCH HDTV - 26 SQM/IRON AND BOARD/LAPTOP SAFE/MINIBAR -,Bed & Breakfast,Refundable,155.02,EUR,Available,IE,king guest room wificoffeetea facilities inch hdtv sqmiron and boardlaptop safeminibar,Group_4,Group_2
2025-04-01,Doubletree by Hilton Piyalepaşa, KING GUEST ROOM - WIFI/COFFEE-TEA FACILITIES/40 INCH HDTV - 26 SQM/IRON AND BOARD/LAPTOP SAFE/MINIBAR -,Bed & Breakfast,Refundable,155.02,EUR,Available,IE,king guest room wificoffeetea facilities inch hdtv sqmiron and boardlaptop safeminibar,Group_4,Group_2
2025-04-02,Doubletree by Hilton Piyalepaşa, KING GUEST ROOM - WIFI/COFFEE-TEA FACILITIES/40 INCH HDTV - 26 SQM/IRON AND BOARD/LAPTOP SAFE/MINIBAR -,Bed & Breakfast,Refundable,155.02,EUR,Available,IE,king guest room wificoffeetea facilities inch hdtv sqmiron and boardlaptop safeminibar,Group_4,Group_2
2025-04-03,Doubletree by Hilton Piyalepaşa, KING GUEST ROOM - WIFI/COFFEE-TEA FACILITIES/40 INCH HDTV - 26 SQM/IRON AND BOARD/LAPTOP SAFE/MINIBAR -,Bed & Breakfast,Refundable,155.02,EUR,Available,IE,king guest room wificoffeetea facilities inch hdtv sqmiron and boardlaptop safeminibar,Group_4,Group_2
2025-04-04,Doubletree by Hilton Piyalepaşa, KING GUEST ROOM - WIFI/COFFEE-TEA FACILITIES/40 INCH HDTV - 26 SQM/IRON AND BOARD/LAPTOP SAFE/MINIBAR -,Bed & Breakfast,Refundable,155.02,EUR,Available,IE,king guest room wificoffeetea facilities inch hdtv sqmiron and boardlaptop safeminibar,Group_4,Group_2
2025-04-05,Doubletree by Hilton Piyalepaşa, KING GUEST ROOM - WIFI/COFFEE-TEA FACILITIES/40 INCH HDTV - 26 SQM/IRON AND BOARD/LAPTOP SAFE/MINIBAR -,Bed & Breakfast,Refundable,155.02,EUR,Available,IE,king guest room wificoffeetea facilities inch hdtv sqmiron and boardlaptop safeminibar,Group_4,Group_2
2025-04-06,Doubletree by Hilton Piyalepaşa, KING GUEST ROOM - WIFI/COFFEE-TEA FACILITIES/40 INCH HDTV - 26 SQM/IRON AND BOARD/LAPTOP SAFE/MINIBAR -,Bed & Breakfast,Refundable,155.02,EUR,Available,IE,king guest room wificoffeetea facilities inch hdtv sqmiron and boardlaptop safeminibar,Group_4,Group_2
2025-04-07,Doubletree by Hilton Piyalepaşa, KING GUEST ROOM - WIFI/COFFEE-TEA FACILITIES/40 INCH HDTV - 26 SQM/IRON AND BOARD/LAPTOP SAFE/MINIBAR -,Bed & Breakfast,Refundable,155.02,EUR,Available,IE,king guest room wificoffeetea facilities inch hdtv sqmiron and boardlaptop safeminibar,Group_4,Group_2
2025-04-08,Doubletree by Hilton Piyalepaşa, KING GUEST ROOM - WIFI/COFFEE-TEA FACILITIES/40 INCH HDTV - 26 SQM/IRON AND BOARD/LAPTOP SAFE/MINIBAR -,Bed & Breakfast,Refundable,155.02,EUR,Available,IE,king guest room wificoffeetea facilities inch hdtv sqmiron and boardlaptop safeminibar,Group_4,Group_2
2025-04-09,Doubletree by Hilton Piyalepaşa, KING GUEST ROOM - WIFI/COFFEE-TEA FACILITIES/40 INCH HDTV - 26 SQM/IRON AND BOARD/LAPTOP SAFE/MINIBAR -,Bed & Breakfast,Refundable,155.02,EUR,Available,IE,king guest room wificoffeetea facilities inch hdtv sqmiron and boardlaptop safeminibar,Group_4,Group_2
2025-04-10,Doubletree by Hilton Piyalepaşa, KING GUEST ROOM - WIFI/COFFEE-TEA FACILITIES/40 INCH HDTV - 26 SQM/IRON AND BOARD/LAPTOP SAFE/MINIBAR -,Bed & Breakfast,Refundable,155.02,EUR,Available,IE,king guest room wificoffeetea facilities inch hdtv sqmiron and boardlaptop safeminibar,Group_4,Group_2
2025-04-11,Doubletree by Hilton Piyalepaşa, KING GUEST ROOM - WIFI/COFFEE-TEA FACILITIES/40 INCH HDTV - 26 SQM/IRON AND BOARD/LAPTOP SAFE/MINIBAR -,Bed & Breakfast,Refundable,155.02,EUR,Available,IE,king guest room wificoffeetea facilities inch hdtv sqmiron and boardlaptop safeminibar,Group_4,Group_2
2025-04-12,Doubletree by Hilton Piyalepaşa, KING GUEST ROOM - WIFI/COFFEE-TEA FACILITIES/40 INCH HDTV - 26 SQM/IRON AND BOARD/LAPTOP SAFE/MINIBAR -,Bed & Breakfast,Refundable,155.02,EUR,Available,IE,king guest room wificoffeetea facilities inch hdtv sqmiron and boardlaptop safeminibar,Group_4,Group_2
2025-04-13,Doubletree by Hilton Piyalepaşa, KING GUEST ROOM - WIFI/COFFEE-TEA FACILITIES/40 INCH HDTV - 26 SQM/IRON AND BOARD/LAPTOP SAFE/MINIBAR -,Bed & Breakfast,Refundable,155.02,EUR,Available,IE,king guest room wificoffeetea facilities inch hdtv sqmiron and boardlaptop safeminibar,Group_4,Group_2
2025-03-30,Gleam Collection Hotel ,Habitación estándar con 2 camas individuales,Bed & Breakfast,Non-refundable,140.73,EUR,Available,IE,habitacin estndar con camas individuales,Group_6,Group_2
2025-03-31,Gleam Collection Hotel ,Habitación estándar con 2 camas individuales,Bed & Breakfast,Non-refundable,140.73,EUR,Available,IE,habitacin estndar con camas individuales,Group_6,Group_2
2025-04-01,Gleam Collection Hotel ,Habitación estándar con 2 camas individuales,Bed & Breakfast,Non-refundable,140.73,EUR,Available,IE,habitacin estndar con camas individuales,Group_6,Group_2
2025-04-02,Gleam Collection Hotel ,Habitación estándar con 2 camas individuales,Bed & Breakfast,Non-refundable,140.73,EUR,Available,IE,habitacin estndar con camas individuales,Group_6,Group_2
2025-04-03,Gleam Collection Hotel ,Habitación estándar con 2 camas individuales,Bed & Breakfast,Non-refundable,140.73,EUR,Available,IE,habitacin estndar con camas individuales,Group_6,Group_2
2025-04-04,Gleam Collection Hotel ,Habitación estándar con 2 camas individuales,Bed & Breakfast,Non-refundable,140.73,EUR,Available,IE,habitacin estndar con camas individuales,Group_6,Group_2
2025-04-05,Gleam Collection Hotel ,Habitación estándar con 2 camas individuales,Bed & Breakfast,Non-refundable,140.73,EUR,Available,IE,habitacin estndar con camas individuales,Group_6,Group_2
