Tarih,Otel Adı,Oda Tipi,Board Type,İptal Poliçesi,Fiyat,Para Birimi,Müsaitlik,Milliyet,Oda Tipi Normalized,Room Group,Board Group
2025-04-08,Address Istanbul,Premier Square View King Room,Room only,Refundable,182.93,EUR,Available,TN,premier square view king room,Group_9,Group_1
2025-04-05,Address Istanbul,"Premier Corner Double room (çift kişilik yatak) (büyük boy yatak, köşe başı oda)",Room Only,Refundable,191.65,EUR,Available,TN,premier corner double room ift kiilik yatak byk boy yatak ke ba oda,Group_5,Group_1
2025-04-06,Address Istanbul,"Premier Corner Double room (çift kişilik yatak) (büyük boy yatak, köşe başı oda)",Room Only,Refundable,191.65,EUR,Available,TN,premier corner double room ift kiilik yatak byk boy yatak ke ba oda,Group_5,Group_1
2025-04-07,Address Istanbul,"Premier Corner Double room (çift kişilik yatak) (büyük boy yatak, köşe başı oda)",Room Only,Refundable,191.65,EUR,Available,TN,premier corner double room ift kiilik yatak byk boy yatak ke ba oda,Group_5,Group_1
2025-04-08,Address Istanbul,"Premier Corner Double room (çift kişilik yatak) (büyük boy yatak, köşe başı oda)",Room Only,Refundable,191.65,EUR,Available,TN,premier corner double room ift kiilik yatak byk boy yatak ke ba oda,Group_5,Group_1
2025-04-05,Address Istanbul,Premier Square View King Room,Room only,Non-refundable,191.99,EUR,Available,TN,premier square view king room,Group_9,Group_1
2025-04-06,Address Istanbul,Premier Square View King Room,Room only,Non-refundable,191.99,EUR,Available,TN,premier square view king room,Group_9,Group_1
2025-04-07,Address Istanbul,Premier Square View King Room,Room only,Non-refundable,191.99,EUR,Available,TN,premier square view king room,Group_9,Group_1
2025-04-08,Address Istanbul,Premier Square View King Room,Room only,Non-refundable,191.99,EUR,Available,TN,premier square view king room,Group_9,Group_1
2025-04-05,Address Istanbul,Premier Room,Breakfast,Non-refundable,195.05,EUR,Available,TN,premier room,Group_15,Group_2
2025-04-06,Address Istanbul,Premier Room,Breakfast,Non-refundable,195.05,EUR,Available,TN,premier room,Group_15,Group_2
2025-04-07,Address Istanbul,Premier Room,Breakfast,Non-refundable,195.05,EUR,Available,TN,premier room,Group_15,Group_2
2025-04-08,Address Istanbul,Premier Room,Breakfast,Non-refundable,195.05,EUR,Available,TN,premier room,Group_15,Group_2
2025-04-05,Address Istanbul,Premier Double room with city view (çift kişilik yatak) (yatak tipi doluluk durumuna bağlıdır),Room Only,Non-refundable,198.24,EUR,Available,TN,premier double room with city view ift kiilik yatak yatak tipi doluluk durumuna baldr,Group_15,Group_1
2025-04-06,Address Istanbul,Premier Double room with city view (çift kişilik yatak) (yatak tipi doluluk durumuna bağlıdır),Room Only,Non-refundable,198.24,EUR,Available,TN,premier double room with city view ift kiilik yatak yatak tipi doluluk durumuna baldr,Group_15,Group_1
2025-04-07,Address Istanbul,Premier Double room with city view (çift kişilik yatak) (yatak tipi doluluk durumuna bağlıdır),Room Only,Non-refundable,198.24,EUR,Available,TN,premier double room with city view ift kiilik yatak yatak tipi doluluk durumuna baldr,Group_15,Group_1
2025-04-08,Address Istanbul,Premier Double room with city view (çift kişilik yatak) (yatak tipi doluluk durumuna bağlıdır),Room Only,Non-refundable,198.24,EUR,Available,TN,premier double room with city view ift kiilik yatak yatak tipi doluluk durumuna baldr,Group_15,Group_1
2025-04-05,Address Istanbul,deluxe city view twin,Bed and Breakfast,Refundable,198.62,EUR,Available,TN,deluxe city view twin,Group_8,Group_2
2025-04-06,Address Istanbul,deluxe city view twin,Bed and Breakfast,Refundable,198.62,EUR,Available,TN,deluxe city view twin,Group_8,Group_2
2025-04-07,Address Istanbul,deluxe city view twin,Bed and Breakfast,Refundable,198.62,EUR,Available,TN,deluxe city view twin,Group_8,Group_2
2025-04-08,Address Istanbul,deluxe city view twin,Bed and Breakfast,Refundable,198.62,EUR,Available,TN,deluxe city view twin,Group_8,Group_2
2025-04-05,Address Istanbul,deluxe city view king,Bed and Breakfast,Refundable,198.62,EUR,Available,TN,deluxe city view twin,Group_8,Group_2
2025-04-06,Address Istanbul,deluxe city view king,Bed and Breakfast,Refundable,198.62,EUR,Available,TN,deluxe city view twin,Group_8,Group_2
2025-04-07,Address Istanbul,deluxe city view king,Bed and Breakfast,Refundable,198.62,EUR,Available,TN,deluxe city view twin,Group_8,Group_2
2025-04-08,Address Istanbul,deluxe city view king,Bed and Breakfast,Refundable,198.62,EUR,Available,TN,deluxe city view twin,Group_8,Group_2
2025-04-05,Address Istanbul,Premier Double room with square view (2 tek kişilik yatak),Room Only,Refundable,199.78,EUR,Available,TN,premier double room with square view tek kiilik yatak,Group_15,Group_1
2025-04-06,Address Istanbul,Premier Double room with square view (2 tek kişilik yatak),Room Only,Refundable,199.78,EUR,Available,TN,premier double room with square view tek kiilik yatak,Group_15,Group_1
2025-04-07,Address Istanbul,Premier Double room with square view (2 tek kişilik yatak),Room Only,Refundable,199.78,EUR,Available,TN,premier double room with square view tek kiilik yatak,Group_15,Group_1
2025-04-08,Address Istanbul,Premier Double room with square view (2 tek kişilik yatak),Room Only,Refundable,199.78,EUR,Available,TN,premier double room with square view tek kiilik yatak,Group_15,Group_1
2025-04-05,Address Istanbul,Deluxe Double room with city view (2 tek kişilik yatak),Bed&Breakfast (Non-Alcoholic),Refundable,201.98,EUR,Available,TN,deluxe double room with city view tek kiilik yatak,Group_1,Group_2
2025-04-06,Address Istanbul,Deluxe Double room with city view (2 tek kişilik yatak),Bed&Breakfast (Non-Alcoholic),Refundable,201.98,EUR,Available,TN,deluxe double room with city view tek kiilik yatak,Group_1,Group_2
2025-04-07,Address Istanbul,Deluxe Double room with city view (2 tek kişilik yatak),Bed&Breakfast (Non-Alcoholic),Refundable,201.98,EUR,Available,TN,deluxe double room with city view tek kiilik yatak,Group_1,Group_2
2025-04-08,Address Istanbul,Deluxe Double room with city view (2 tek kişilik yatak),Bed&Breakfast (Non-Alcoholic),Refundable,201.98,EUR,Available,TN,deluxe double room with city view tek kiilik yatak,Group_1,Group_2
2025-04-05,Address Istanbul,"Premier Corner King,1 King Bed,NonSmoking",Bed&Breakfast (Non-Alcoholic),Refundable,202.05,EUR,Available,TN,premier corner king king bednonsmoking,Group_16,Group_2
2025-04-06,Address Istanbul,"Premier Corner King,1 King Bed,NonSmoking",Bed&Breakfast (Non-Alcoholic),Refundable,202.05,EUR,Available,TN,premier corner king king bednonsmoking,Group_16,Group_2
2025-04-07,Address Istanbul,"Premier Corner King,1 King Bed,NonSmoking",Bed&Breakfast (Non-Alcoholic),Refundable,202.05,EUR,Available,TN,premier corner king king bednonsmoking,Group_16,Group_2
2025-04-08,Address Istanbul,"Premier Corner King,1 King Bed,NonSmoking",Bed&Breakfast (Non-Alcoholic),Refundable,202.05,EUR,Available,TN,premier corner king king bednonsmoking,Group_16,Group_2
2025-04-05,Address Istanbul,Premier Corner View Room-,Bed&Breakfast (Non-Alcoholic),Non-refundable,202.58,EUR,Available,TN,premier corner view room,Group_15,Group_2
2025-04-06,Address Istanbul,Premier Corner View Room-,Bed&Breakfast (Non-Alcoholic),Non-refundable,202.58,EUR,Available,TN,premier corner view room,Group_15,Group_2
2025-04-07,Address Istanbul,Premier Corner View Room-,Bed&Breakfast (Non-Alcoholic),Non-refundable,202.58,EUR,Available,TN,premier corner view room,Group_15,Group_2
2025-04-08,Address Istanbul,Premier Corner View Room-,Bed&Breakfast (Non-Alcoholic),Non-refundable,202.58,EUR,Available,TN,premier corner view room,Group_15,Group_2
2025-04-05,Address Istanbul,Premier Double room with city view (çift kişilik yatak) (yatak tipi doluluk durumuna bağlıdır),Room Only,Refundable,202.86,EUR,Available,TN,premier double room with city view ift kiilik yatak yatak tipi doluluk durumuna baldr,Group_15,Group_1
2025-04-06,Address Istanbul,Premier Double room with city view (çift kişilik yatak) (yatak tipi doluluk durumuna bağlıdır),Room Only,Refundable,202.86,EUR,Available,TN,premier double room with city view ift kiilik yatak yatak tipi doluluk durumuna baldr,Group_15,Group_1
2025-04-07,Address Istanbul,Premier Double room with city view (çift kişilik yatak) (yatak tipi doluluk durumuna bağlıdır),Room Only,Refundable,202.86,EUR,Available,TN,premier double room with city view ift kiilik yatak yatak tipi doluluk durumuna baldr,Group_15,Group_1
2025-04-08,Address Istanbul,Premier Double room with city view (çift kişilik yatak) (yatak tipi doluluk durumuna bağlıdır),Room Only,Refundable,202.86,EUR,Available,TN,premier double room with city view ift kiilik yatak yatak tipi doluluk durumuna baldr,Group_15,Group_1
2025-04-05,Address Istanbul,Premier Square View King,ALOJAMIENTO Y DESAYUNO,Refundable,204.35,EUR,Available,TN,premier king bed square view,Group_9,Group_3
2025-04-06,Address Istanbul,Premier Square View King,ALOJAMIENTO Y DESAYUNO,Refundable,204.35,EUR,Available,TN,premier king bed square view,Group_9,Group_3
2025-04-07,Address Istanbul,Premier Square View King,ALOJAMIENTO Y DESAYUNO,Refundable,204.35,EUR,Available,TN,premier king bed square view,Group_9,Group_3
2025-04-08,Address Istanbul,Premier Square View King,ALOJAMIENTO Y DESAYUNO,Refundable,204.35,EUR,Available,TN,premier king bed square view,Group_9,Group_3
2025-04-05,Address Istanbul,Deluxe Twin Room City View ( Double Use ),Room Only,Refundable,210.18,EUR,Available,TN,deluxe twin room city view double use,Group_1,Group_1
2025-04-06,Address Istanbul,Deluxe Twin Room City View ( Double Use ),Room Only,Refundable,210.18,EUR,Available,TN,deluxe twin room city view double use,Group_1,Group_1
2025-04-07,Address Istanbul,Deluxe Twin Room City View ( Double Use ),Room Only,Refundable,210.18,EUR,Available,TN,deluxe twin room city view double use,Group_1,Group_1
2025-04-08,Address Istanbul,Deluxe Twin Room City View ( Double Use ),Room Only,Refundable,210.18,EUR,Available,TN,deluxe twin room city view double use,Group_1,Group_1
2025-04-05,Address Istanbul,"Premier Corner Double room (çift kişilik yatak) (yatak tipi doluluk durumuna bağlıdır, köşe başı oda)",Room Only,Refundable,212.75,EUR,Available,TN,premier corner double room ift kiilik yatak yatak tipi doluluk durumuna baldr ke ba oda,Group_15,Group_1
2025-04-06,Address Istanbul,"Premier Corner Double room (çift kişilik yatak) (yatak tipi doluluk durumuna bağlıdır, köşe başı oda)",Room Only,Refundable,212.75,EUR,Available,TN,premier corner double room ift kiilik yatak yatak tipi doluluk durumuna baldr ke ba oda,Group_15,Group_1
2025-04-07,Address Istanbul,"Premier Corner Double room (çift kişilik yatak) (yatak tipi doluluk durumuna bağlıdır, köşe başı oda)",Room Only,Refundable,212.75,EUR,Available,TN,premier corner double room ift kiilik yatak yatak tipi doluluk durumuna baldr ke ba oda,Group_15,Group_1
2025-04-08,Address Istanbul,"Premier Corner Double room (çift kişilik yatak) (yatak tipi doluluk durumuna bağlıdır, köşe başı oda)",Room Only,Refundable,212.75,EUR,Available,TN,premier corner double room ift kiilik yatak yatak tipi doluluk durumuna baldr ke ba oda,Group_15,Group_1
2025-04-05,Address Istanbul,"Premier Corner Double room (çift kişilik yatak) (büyük boy yatak, köşe başı oda)",Bed&Breakfast (Non-Alcoholic),Refundable,215.38,EUR,Available,TN,premier corner double room ift kiilik yatak byk boy yatak ke ba oda,Group_5,Group_2
2025-04-06,Address Istanbul,"Premier Corner Double room (çift kişilik yatak) (büyük boy yatak, köşe başı oda)",Bed&Breakfast (Non-Alcoholic),Refundable,215.38,EUR,Available,TN,premier corner double room ift kiilik yatak byk boy yatak ke ba oda,Group_5,Group_2
2025-04-07,Address Istanbul,"Premier Corner Double room (çift kişilik yatak) (büyük boy yatak, köşe başı oda)",Bed&Breakfast (Non-Alcoholic),Refundable,215.38,EUR,Available,TN,premier corner double room ift kiilik yatak byk boy yatak ke ba oda,Group_5,Group_2
2025-04-08,Address Istanbul,"Premier Corner Double room (çift kişilik yatak) (büyük boy yatak, köşe başı oda)",Bed&Breakfast (Non-Alcoholic),Refundable,215.38,EUR,Available,TN,premier corner double room ift kiilik yatak byk boy yatak ke ba oda,Group_5,Group_2
2025-04-05,Address Istanbul,Premier Square View King Room,Bed and Breakfast,Non-refundable,215.82,EUR,Available,TN,premier square view king room,Group_9,Group_2
2025-04-06,Address Istanbul,Premier Square View King Room,Bed and Breakfast,Non-refundable,215.82,EUR,Available,TN,premier square view king room,Group_9,Group_2
2025-04-07,Address Istanbul,Premier Square View King Room,Bed and Breakfast,Non-refundable,215.82,EUR,Available,TN,premier square view king room,Group_9,Group_2
2025-04-08,Address Istanbul,Premier Square View King Room,Bed and Breakfast,Non-refundable,215.82,EUR,Available,TN,premier square view king room,Group_9,Group_2
2025-04-05,Address Istanbul,premier corner king,Room only,Refundable,221.76,EUR,Available,TN,premier corner king,Group_16,Group_1
2025-04-06,Address Istanbul,premier corner king,Room only,Refundable,221.76,EUR,Available,TN,premier corner king,Group_16,Group_1
2025-04-07,Address Istanbul,premier corner king,Room only,Refundable,221.76,EUR,Available,TN,premier corner king,Group_16,Group_1
2025-04-08,Address Istanbul,premier corner king,Room only,Refundable,221.76,EUR,Available,TN,premier corner king,Group_16,Group_1
2025-04-05,Address Istanbul,Premier Double room with city view (çift kişilik yatak) (yatak tipi doluluk durumuna bağlıdır),Bed&Breakfast (Non-Alcoholic),Refundable,221.98,EUR,Available,TN,premier double room with city view ift kiilik yatak yatak tipi doluluk durumuna baldr,Group_15,Group_2
2025-04-06,Address Istanbul,Premier Double room with city view (çift kişilik yatak) (yatak tipi doluluk durumuna bağlıdır),Bed&Breakfast (Non-Alcoholic),Refundable,221.98,EUR,Available,TN,premier double room with city view ift kiilik yatak yatak tipi doluluk durumuna baldr,Group_15,Group_2
2025-04-07,Address Istanbul,Premier Double room with city view (çift kişilik yatak) (yatak tipi doluluk durumuna bağlıdır),Bed&Breakfast (Non-Alcoholic),Refundable,221.98,EUR,Available,TN,premier double room with city view ift kiilik yatak yatak tipi doluluk durumuna baldr,Group_15,Group_2
2025-04-08,Address Istanbul,Premier Double room with city view (çift kişilik yatak) (yatak tipi doluluk durumuna bağlıdır),Bed&Breakfast (Non-Alcoholic),Refundable,221.98,EUR,Available,TN,premier double room with city view ift kiilik yatak yatak tipi doluluk durumuna baldr,Group_15,Group_2
2025-04-05,Address Istanbul,Premier Double room with square view (2 tek kişilik yatak),Bed&Breakfast (Non-Alcoholic),Refundable,224.62,EUR,Available,TN,premier double room with square view tek kiilik yatak,Group_15,Group_2
2025-04-06,Address Istanbul,Premier Double room with square view (2 tek kişilik yatak),Bed&Breakfast (Non-Alcoholic),Refundable,224.62,EUR,Available,TN,premier double room with square view tek kiilik yatak,Group_15,Group_2
2025-04-07,Address Istanbul,Premier Double room with square view (2 tek kişilik yatak),Bed&Breakfast (Non-Alcoholic),Refundable,224.62,EUR,Available,TN,premier double room with square view tek kiilik yatak,Group_15,Group_2
2025-04-08,Address Istanbul,Premier Double room with square view (2 tek kişilik yatak),Bed&Breakfast (Non-Alcoholic),Refundable,224.62,EUR,Available,TN,premier double room with square view tek kiilik yatak,Group_15,Group_2
2025-04-05,Address Istanbul,Premier Double room with city view (çift kişilik yatak) (yatak tipi doluluk durumuna bağlıdır),Bed&Breakfast (Non-Alcoholic),Refundable,226.81,EUR,Available,TN,premier double room with city view ift kiilik yatak yatak tipi doluluk durumuna baldr,Group_15,Group_2
2025-04-06,Address Istanbul,Premier Double room with city view (çift kişilik yatak) (yatak tipi doluluk durumuna bağlıdır),Bed&Breakfast (Non-Alcoholic),Refundable,226.81,EUR,Available,TN,premier double room with city view ift kiilik yatak yatak tipi doluluk durumuna baldr,Group_15,Group_2
2025-04-07,Address Istanbul,Premier Double room with city view (çift kişilik yatak) (yatak tipi doluluk durumuna bağlıdır),Bed&Breakfast (Non-Alcoholic),Refundable,226.81,EUR,Available,TN,premier double room with city view ift kiilik yatak yatak tipi doluluk durumuna baldr,Group_15,Group_2
2025-04-08,Address Istanbul,Premier Double room with city view (çift kişilik yatak) (yatak tipi doluluk durumuna bağlıdır),Bed&Breakfast (Non-Alcoholic),Refundable,226.81,EUR,Available,TN,premier double room with city view ift kiilik yatak yatak tipi doluluk durumuna baldr,Group_15,Group_2
2025-04-05,Address Istanbul,Premier City View Room  Premier City View Room,Room Only,Non-refundable,228.98,EUR,Available,TN,premier city view room premier city view room,Group_15,Group_1
2025-04-06,Address Istanbul,Premier City View Room  Premier City View Room,Room Only,Non-refundable,228.98,EUR,Available,TN,premier city view room premier city view room,Group_15,Group_1
2025-04-07,Address Istanbul,Premier City View Room  Premier City View Room,Room Only,Non-refundable,228.98,EUR,Available,TN,premier city view room premier city view room,Group_15,Group_1
2025-04-08,Address Istanbul,Premier City View Room  Premier City View Room,Room Only,Non-refundable,228.98,EUR,Available,TN,premier city view room premier city view room,Group_15,Group_1
2025-04-05,Address Istanbul,"Premier Corner King,1 King Bed,NonSmoking",Room Only,Refundable,229.97,EUR,Available,TN,premier corner king king bednonsmoking,Group_16,Group_1
2025-04-06,Address Istanbul,"Premier Corner King,1 King Bed,NonSmoking",Room Only,Refundable,229.97,EUR,Available,TN,premier corner king king bednonsmoking,Group_16,Group_1
2025-04-07,Address Istanbul,"Premier Corner King,1 King Bed,NonSmoking",Room Only,Refundable,229.97,EUR,Available,TN,premier corner king king bednonsmoking,Group_16,Group_1
2025-04-08,Address Istanbul,"Premier Corner King,1 King Bed,NonSmoking",Room Only,Refundable,229.97,EUR,Available,TN,premier corner king king bednonsmoking,Group_16,Group_1
2025-04-05,Address Istanbul,Deluxe Double room with city view (2 tek kişilik yatak) (yatak tipi doluluk durumuna bağlıdır),Room Only,Refundable,231.21,EUR,Available,TN,premier double room with city view ift kiilik yatak yatak tipi doluluk durumuna baldr,Group_1,Group_1
2025-04-06,Address Istanbul,Deluxe Double room with city view (2 tek kişilik yatak) (yatak tipi doluluk durumuna bağlıdır),Room Only,Refundable,231.21,EUR,Available,TN,premier double room with city view ift kiilik yatak yatak tipi doluluk durumuna baldr,Group_1,Group_1
2025-04-07,Address Istanbul,Deluxe Double room with city view (2 tek kişilik yatak) (yatak tipi doluluk durumuna bağlıdır),Room Only,Refundable,231.21,EUR,Available,TN,premier double room with city view ift kiilik yatak yatak tipi doluluk durumuna baldr,Group_1,Group_1
2025-04-08,Address Istanbul,Deluxe Double room with city view (2 tek kişilik yatak) (yatak tipi doluluk durumuna bağlıdır),Room Only,Refundable,231.21,EUR,Available,TN,premier double room with city view ift kiilik yatak yatak tipi doluluk durumuna baldr,Group_1,Group_1
2025-04-05,Address Istanbul,premier square view twin,Room only,Refundable,231.4,EUR,Available,TN,premier square view twin,Group_9,Group_1
2025-04-06,Address Istanbul,premier square view twin,Room only,Refundable,231.4,EUR,Available,TN,premier square view twin,Group_9,Group_1
2025-04-07,Address Istanbul,premier square view twin,Room only,Refundable,231.4,EUR,Available,TN,premier square view twin,Group_9,Group_1
2025-04-08,Address Istanbul,premier square view twin,Room only,Refundable,231.4,EUR,Available,TN,premier square view twin,Group_9,Group_1
2025-04-05,Address Istanbul,premier square view king,Room only,Refundable,231.4,EUR,Available,TN,premier king bed square view,Group_9,Group_1
2025-04-06,Address Istanbul,premier square view king,Room only,Refundable,231.4,EUR,Available,TN,premier king bed square view,Group_9,Group_1
2025-04-07,Address Istanbul,premier square view king,Room only,Refundable,231.4,EUR,Available,TN,premier king bed square view,Group_9,Group_1
2025-04-08,Address Istanbul,premier square view king,Room only,Refundable,231.4,EUR,Available,TN,premier king bed square view,Group_9,Group_1
2025-04-05,Address Istanbul,premier corner king,Bed and Breakfast,Refundable,236.21,EUR,Available,TN,premier corner king,Group_16,Group_2
2025-04-06,Address Istanbul,premier corner king,Bed and Breakfast,Refundable,236.21,EUR,Available,TN,premier corner king,Group_16,Group_2
2025-04-07,Address Istanbul,premier corner king,Bed and Breakfast,Refundable,236.21,EUR,Available,TN,premier corner king,Group_16,Group_2
2025-04-08,Address Istanbul,premier corner king,Bed and Breakfast,Refundable,236.21,EUR,Available,TN,premier corner king,Group_16,Group_2
2025-04-05,Address Istanbul,"Premier Corner Double room (çift kişilik yatak) (yatak tipi doluluk durumuna bağlıdır, köşe başı oda)",Bed&Breakfast (Non-Alcoholic),Refundable,240.22,EUR,Available,TN,premier corner double room ift kiilik yatak yatak tipi doluluk durumuna baldr ke ba oda,Group_15,Group_2
2025-04-06,Address Istanbul,"Premier Corner Double room (çift kişilik yatak) (yatak tipi doluluk durumuna bağlıdır, köşe başı oda)",Bed&Breakfast (Non-Alcoholic),Refundable,240.22,EUR,Available,TN,premier corner double room ift kiilik yatak yatak tipi doluluk durumuna baldr ke ba oda,Group_15,Group_2
2025-04-07,Address Istanbul,"Premier Corner Double room (çift kişilik yatak) (yatak tipi doluluk durumuna bağlıdır, köşe başı oda)",Bed&Breakfast (Non-Alcoholic),Refundable,240.22,EUR,Available,TN,premier corner double room ift kiilik yatak yatak tipi doluluk durumuna baldr ke ba oda,Group_15,Group_2
2025-04-08,Address Istanbul,"Premier Corner Double room (çift kişilik yatak) (yatak tipi doluluk durumuna bağlıdır, köşe başı oda)",Bed&Breakfast (Non-Alcoholic),Refundable,240.22,EUR,Available,TN,premier corner double room ift kiilik yatak yatak tipi doluluk durumuna baldr ke ba oda,Group_15,Group_2
2025-04-05,Address Istanbul,Deluxe Twin Room City View ( Double Use ),Bed&Breakfast (Non-Alcoholic),Refundable,243.41,EUR,Available,TN,deluxe twin room city view double use,Group_1,Group_2
2025-04-06,Address Istanbul,Deluxe Twin Room City View ( Double Use ),Bed&Breakfast (Non-Alcoholic),Refundable,243.41,EUR,Available,TN,deluxe twin room city view double use,Group_1,Group_2
2025-04-07,Address Istanbul,Deluxe Twin Room City View ( Double Use ),Bed&Breakfast (Non-Alcoholic),Refundable,243.41,EUR,Available,TN,deluxe twin room city view double use,Group_1,Group_2
2025-04-08,Address Istanbul,Deluxe Twin Room City View ( Double Use ),Bed&Breakfast (Non-Alcoholic),Refundable,243.41,EUR,Available,TN,deluxe twin room city view double use,Group_1,Group_2
2025-04-05,Address Istanbul,"Premier Corner Double room (çift kişilik yatak) (yatak tipi doluluk durumuna bağlıdır, köşe başı oda)",Room Only,Refundable,245.05,EUR,Available,TN,premier corner double room ift kiilik yatak yatak tipi doluluk durumuna baldr ke ba oda,Group_15,Group_1
2025-04-06,Address Istanbul,"Premier Corner Double room (çift kişilik yatak) (yatak tipi doluluk durumuna bağlıdır, köşe başı oda)",Room Only,Refundable,245.05,EUR,Available,TN,premier corner double room ift kiilik yatak yatak tipi doluluk durumuna baldr ke ba oda,Group_15,Group_1
2025-04-07,Address Istanbul,"Premier Corner Double room (çift kişilik yatak) (yatak tipi doluluk durumuna bağlıdır, köşe başı oda)",Room Only,Refundable,245.05,EUR,Available,TN,premier corner double room ift kiilik yatak yatak tipi doluluk durumuna baldr ke ba oda,Group_15,Group_1
2025-04-08,Address Istanbul,"Premier Corner Double room (çift kişilik yatak) (yatak tipi doluluk durumuna bağlıdır, köşe başı oda)",Room Only,Refundable,245.05,EUR,Available,TN,premier corner double room ift kiilik yatak yatak tipi doluluk durumuna baldr ke ba oda,Group_15,Group_1
2025-04-05,Address Istanbul,premier square view king,Bed and Breakfast,Refundable,245.86,EUR,Available,TN,premier king bed square view,Group_9,Group_2
2025-04-06,Address Istanbul,premier square view king,Bed and Breakfast,Refundable,245.86,EUR,Available,TN,premier king bed square view,Group_9,Group_2
2025-04-07,Address Istanbul,premier square view king,Bed and Breakfast,Refundable,245.86,EUR,Available,TN,premier king bed square view,Group_9,Group_2
2025-04-08,Address Istanbul,premier square view king,Bed and Breakfast,Refundable,245.86,EUR,Available,TN,premier king bed square view,Group_9,Group_2
2025-04-05,Address Istanbul,premier square view twin,Bed and Breakfast,Refundable,245.86,EUR,Available,TN,premier square view twin,Group_9,Group_2
2025-04-06,Address Istanbul,premier square view twin,Bed and Breakfast,Refundable,245.86,EUR,Available,TN,premier square view twin,Group_9,Group_2
2025-04-07,Address Istanbul,premier square view twin,Bed and Breakfast,Refundable,245.86,EUR,Available,TN,premier square view twin,Group_9,Group_2
2025-04-08,Address Istanbul,premier square view twin,Bed and Breakfast,Refundable,245.86,EUR,Available,TN,premier square view twin,Group_9,Group_2
2025-04-05,Address Istanbul,Premier City View Room  Premier City View Room,Breakfast,Non-refundable,256.4,EUR,Available,TN,premier city view room premier city view room,Group_15,Group_2
2025-04-06,Address Istanbul,Premier City View Room  Premier City View Room,Breakfast,Non-refundable,256.4,EUR,Available,TN,premier city view room premier city view room,Group_15,Group_2
2025-04-07,Address Istanbul,Premier City View Room  Premier City View Room,Breakfast,Non-refundable,256.4,EUR,Available,TN,premier city view room premier city view room,Group_15,Group_2
2025-04-08,Address Istanbul,Premier City View Room  Premier City View Room,Breakfast,Non-refundable,256.4,EUR,Available,TN,premier city view room premier city view room,Group_15,Group_2
2025-04-05,Address Istanbul,Premier Club Double room with city view (çift kişilik yatak) (yatak tipi doluluk durumuna bağlıdır),Room Only,Non-refundable,259.12,EUR,Available,TN,premier double room with city view ift kiilik yatak yatak tipi doluluk durumuna baldr,Group_15,Group_1
2025-04-06,Address Istanbul,Premier Club Double room with city view (çift kişilik yatak) (yatak tipi doluluk durumuna bağlıdır),Room Only,Non-refundable,259.12,EUR,Available,TN,premier double room with city view ift kiilik yatak yatak tipi doluluk durumuna baldr,Group_15,Group_1
2025-04-07,Address Istanbul,Premier Club Double room with city view (çift kişilik yatak) (yatak tipi doluluk durumuna bağlıdır),Room Only,Non-refundable,259.12,EUR,Available,TN,premier double room with city view ift kiilik yatak yatak tipi doluluk durumuna baldr,Group_15,Group_1
2025-04-08,Address Istanbul,Premier Club Double room with city view (çift kişilik yatak) (yatak tipi doluluk durumuna bağlıdır),Room Only,Non-refundable,259.12,EUR,Available,TN,premier double room with city view ift kiilik yatak yatak tipi doluluk durumuna baldr,Group_15,Group_1
2025-04-05,Address Istanbul,Premier City View Room  Premier City View Room,Breakfast,Refundable,260.51,EUR,Available,TN,premier city view room premier city view room,Group_15,Group_2
2025-04-06,Address Istanbul,Premier City View Room  Premier City View Room,Breakfast,Refundable,260.51,EUR,Available,TN,premier city view room premier city view room,Group_15,Group_2
2025-04-07,Address Istanbul,Premier City View Room  Premier City View Room,Breakfast,Refundable,260.51,EUR,Available,TN,premier city view room premier city view room,Group_15,Group_2
2025-04-08,Address Istanbul,Premier City View Room  Premier City View Room,Breakfast,Refundable,260.51,EUR,Available,TN,premier city view room premier city view room,Group_15,Group_2
2025-04-05,Address Istanbul,"Premier Corner Double room (çift kişilik yatak) (büyük boy yatak, köşe başı oda)",Room Only,Refundable,264.84,EUR,Available,TN,premier corner double room ift kiilik yatak byk boy yatak ke ba oda,Group_5,Group_1
2025-04-06,Address Istanbul,"Premier Corner Double room (çift kişilik yatak) (büyük boy yatak, köşe başı oda)",Room Only,Refundable,264.84,EUR,Available,TN,premier corner double room ift kiilik yatak byk boy yatak ke ba oda,Group_5,Group_1
2025-04-07,Address Istanbul,"Premier Corner Double room (çift kişilik yatak) (büyük boy yatak, köşe başı oda)",Room Only,Refundable,264.84,EUR,Available,TN,premier corner double room ift kiilik yatak byk boy yatak ke ba oda,Group_5,Group_1
2025-04-08,Address Istanbul,"Premier Corner Double room (çift kişilik yatak) (büyük boy yatak, köşe başı oda)",Room Only,Refundable,264.84,EUR,Available,TN,premier corner double room ift kiilik yatak byk boy yatak ke ba oda,Group_5,Group_1
2025-04-05,Address Istanbul,"Premier Square View Twin,1 Twin Bed,NonSmoking",Bed&Breakfast (Non-Alcoholic),Refundable,269.71,EUR,Available,TN,premier square view twin twin bednonsmoking,Group_9,Group_2
2025-04-06,Address Istanbul,"Premier Square View Twin,1 Twin Bed,NonSmoking",Bed&Breakfast (Non-Alcoholic),Refundable,269.71,EUR,Available,TN,premier square view twin twin bednonsmoking,Group_9,Group_2
